Date,Open,High,Low,Close,Volume,Adj Close
17-08-2006,136.56,137.34,134.7,136,9070400,126.78
16-08-2006,136.7,139.93,136.6,138.5,12159300,129.11
15-08-2006,136,136.97,134.32,136.9,10254200,127.62
14-08-2006,136.45,137.12,134.28,134.89,7835700,125.74
11-08-2006,139.3,140,136.42,137.65,6898300,128.32
10-08-2006,138.2,139.47,137.01,139.05,11079500,129.62
09-08-2006,140.48,141.95,139,139.46,10739100,130
08-08-2006,140.75,142.6,138.51,139.2,10895600,129.76
07-08-2006,142.37,143.07,139.45,141.36,8898300,131.78
04-08-2006,145.6,145.89,138.9,140.59,12009800,131.05
03-08-2006,144,145.8,142.65,144.4,13400200,134.61
02-08-2006,148.5,150,145,147.1,12385100,137.1
01-08-2006,145.59,146.76,143.28,146.55,8260500,136.58
31-07-2006,143.51,146.96,142.98,145.77,10477800,135.84
28-07-2006,141.6,142.82,138.91,141.6,9798300,131.95
27-07-2006,145.4,146.2,141.9,142.56,14443500,132.85
26-07-2006,139.4,144.45,137.5,143.75,14380000,133.95
25-07-2006,137.01,139.62,136.3,139.46,13457900,129.95
24-07-2006,130.3,135.3,130.3,134.1,11781600,124.96
21-07-2006,134.55,134.61,130,130,15078700,121.14
20-07-2006,141.01,141.5,133.98,134.3,17086900,125.14
19-07-2006,137.89,141.65,137.86,140.8,12323600,131.2
18-07-2006,141.26,142.25,135.65,138.16,17359200,128.74
17-07-2006,145.1,145.35,139.2,140.03,12401800,130.48
14-07-2006,147.59,148.3,142.36,146.8,12960800,136.79
13-07-2006,149.78,149.89,145.67,146,11855200,136.04
12-07-2006,148.97,150.66,147.7,149.21,12523200,139.04
11-07-2006,146.08,149.83,145.24,149.15,9319900,138.98
10-07-2006,144.75,147.57,144.08,145,8626400,135.11
07-07-2006,149.5,150.4,144.5,144.77,10576400,134.9
06-07-2006,150.6,151.33,147.77,148.43,8613000,138.31
05-07-2006,150.7,151.95,147.02,151.25,9392900,140.94
03-07-2006,149.9,152,149.55,151.7,1530700,141.36
30-06-2006,148.66,150.46,147.1,149.42,6576700,139.23
29-06-2006,143.33,148.4,143.14,148.25,15707000,138.14
28-06-2006,141.29,142.5,139.87,141.91,8186300,132.23
27-06-2006,143.1,144.44,140,140.29,9753200,130.68
26-06-2006,140.25,142.25,138.87,142.24,6532800,132.5
23-06-2006,140.65,141.9,140.02,140.77,7774000,131.13
22-06-2006,137.92,139.61,136.5,138.32,10763200,128.85
21-06-2006,134.2,139.61,134.01,137.5,15788000,128.08
20-06-2006,138.28,138.66,133.2,133.46,11770500,124.32
19-06-2006,141.4,141.68,136.24,136.75,13430100,127.38
16-06-2006,142.15,143.54,139.36,142,11975600,132.27
15-06-2006,137.52,144.06,137.51,143.2,14957000,133.39
14-06-2006,132.6,136.3,132.26,135.67,16888700,126.38
13-06-2006,134.61,137.89,131.39,132.1,19306900,123.05
12-06-2006,142.8,143.5,136,136.07,11833500,126.73
09-06-2006,144.8,145.28,139.51,142.3,14766600,132.53
08-06-2006,140.79,143.75,136.29,143.65,21825200,133.78
07-06-2006,148.7,148.79,142,142,15163300,132.25
06-06-2006,148.82,151.69,147.04,149.36,14491700,139.1
05-06-2006,157.2,157.23,149.74,150.01,10541700,139.71
02-06-2006,154.6,156.04,152.9,155.35,7945600,144.66
01-06-2006,150.6,153.92,149.5,152.55,10657300,142.05
31-05-2006,147.35,152.4,146.43,152.19,11694800,141.71
30-05-2006,152.29,152.29,147.18,147.43,8986900,137.28
26-05-2006,149.9,151.5,149.05,150.1,6296800,139.77
25-05-2006,145.8,150.1,144.79,149.77,12598200,139.46
24-05-2006,144.57,147.58,140.5,143.8,20487300,133.9
23-05-2006,148.89,150.9,145.6,145.65,12958000,135.62
22-05-2006,143.41,146.64,140.3,145.02,15447700,135.04
19-05-2006,143.91,147.26,141.63,145.82,16540500,135.78
18-05-2006,149.7,150.55,144.75,144.92,11827500,134.94
17-05-2006,151.69,153.72,148,149,12846500,138.74
16-05-2006,154.28,155.4,150.95,152.51,12290200,142.01
15-05-2006,154.2,155.8,150.8,153.3,13327100,142.75
12-05-2006,163.48,163.48,157.26,157.52,12025000,146.68
11-05-2006,169.27,169.75,163.88,163.92,9313200,152.64
10-05-2006,165.85,168,164.55,167.45,9578000,155.92
09-05-2006,164.75,166.93,163.78,166.3,6582900,154.84
08-05-2006,163,165.07,161.25,165,8395600,153.63
05-05-2006,165.52,166.8,164.27,165.13,7777100,153.75
04-05-2006,161.85,164.85,159.46,164.25,11548800,152.94
03-05-2006,166,166.25,162.17,163.8,8382300,152.49
02-05-2006,162.77,166.75,161.14,166.68,11612800,155.17
01-05-2006,158.65,162.3,157.48,161.35,8496800,150.19
28-04-2006,156.44,160.15,156.44,157.54,9427900,146.65
27-04-2006,155.8,159.08,151.91,155,16916800,144.28
26-04-2006,159.64,163.36,157.63,158.3,14906300,147.35
25-04-2006,161.71,163.63,156.26,158.75,14431000,147.77
24-04-2006,161.76,161.94,158.88,159.94,8052200,148.87
21-04-2006,160.4,163.6,158.89,162.58,12168000,151.33
20-04-2006,160.84,161.55,155.6,159.26,13799400,148.24
19-04-2006,156.3,161,156.13,161,10007300,149.86
18-04-2006,154.86,157.06,154.68,156.65,8567900,145.81
17-04-2006,153.64,154.34,151.68,153.84,8292500,143.2
13-04-2006,148.49,151.46,146.76,151.46,7962300,140.98
12-04-2006,151.34,152.24,149.13,149.55,7187000,139.2
11-04-2006,154.72,156,150.05,150.85,9929100,140.41
10-04-2006,152.96,154.43,151.8,154.07,6906200,143.41
07-04-2006,152.41,153.65,149.85,150.79,7532900,140.36
06-04-2006,153.98,154.7,151.38,153.52,8404400,142.9
05-04-2006,151,152.98,148.7,152.73,11162700,142.16
04-04-2006,146.34,150.13,145.48,150.12,8782400,139.73
03-04-2006,148.44,151.47,146.85,147.09,9275700,136.91
31-03-2006,148.25,149.82,145.5,146.81,11167400,136.65
30-03-2006,149.1,150.25,148,150,8440400,139.62
29-03-2006,145.92,148.73,145.87,148.5,9373500,138.23
28-03-2006,144.2,146.89,144.1,146.4,9398700,136.23
27-03-2006,142,143.6,140.06,142.7,8057900,132.79
24-03-2006,140.92,143.4,140.47,142.65,9701000,132.74
23-03-2006,139,141.35,138.79,140.98,7937800,131.19
22-03-2006,136.37,140.09,136.16,137.86,10585400,128.28
21-03-2006,135.8,139.2,135.16,136.55,10177700,127.06
20-03-2006,140.46,142.46,136.3,136.6,9334500,127.11
17-03-2006,142.7,143.22,140.56,141.18,7948200,131.37
16-03-2006,140.1,143.44,138.92,142.76,10381000,132.84
15-03-2006,139.61,140.7,138.25,140.7,10877000,130.92
14-03-2006,137.6,140.81,135.83,140.6,9512000,130.83
